Date;Open;High;Low;Close;Volume
2012.12.03 00:00;1815.2;1817.43;1808.55;1815.3;1
2012.12.04 00:00;1815.3;1818.43;1809.8;1812.98;1
2012.12.05 00:00;1812.8;1816.25;1807.24;1811.8;1
2012.12.06 00:00;1812.0;1815.0;1798.7;1799.5;1
2012.12.07 00:00;1799.7;1803.43;1793.03;1796.8;1
2012.12.10 00:00;1796.8;1803.15;1793.98;1799.1;1
2012.12.11 00:00;1799.1;1807.57;1796.93;1800.0;1
2012.12.12 00:00;1800.0;1800.5;1794.1;1794.7;1
2012.12.13 00:00;1794.7;1799.12;1789.13;1796.7;1
2012.12.14 00:00;1796.5;1805.37;1793.0;1796.4;1
2012.12.17 00:00;1796.2;1801.8;1793.13;1796.2;1
2012.12.18 00:00;1796.2;1799.88;1790.38;1794.0;1
2012.12.19 00:00;1794.0;1795.33;1785.55;1791.4;1
2012.12.20 00:00;1791.2;1795.43;1784.28;1788.3;1
2012.12.21 00:00;1788.3;1793.93;1774.5;1776.5;1
2012.12.24 00:00;1776.5;1776.5;1776.5;1776.5;1
2012.12.25 00:00;1776.5;1776.5;1776.5;1776.5;1
2012.12.26 00:00;1775.7;1777.8;1763.5;1772.6;1
2012.12.27 00:00;1772.6;1774.1;1768.0;1773.4;1
2012.12.28 00:00;1773.4;1779.69;1758.0;1767.0;1
2012.12.31 00:00;1767.0;1767.2;1766.8;1767.0;1
2013.01.01 00:00;1767.0;1767.0;1767.0;1767.0;1
2013.01.02 00:00;1766.78;1767.84;1747.53;1765.0;1
2013.01.03 00:00;1765.2;1767.68;1757.57;1762.13;1
